Artist;Top Track;Popularity;Genre;Image-URL-L
Innerspace Halflife;Cardbox - Innerspace Halflife Remix;1;Techno;https://i.scdn.co/image/ab67616d0000b273cfdae839e87be1ed3007e9d6
Innerspace Halflife;Acid Dust;1;Techno;https://i.scdn.co/image/ab67616d0000b273f6078123d53859ffa025a65e
Carl Cox;I Want You (Forever) - Josh Butler Remix - Radio Edit;55;Techno;https://i.scdn.co/image/ab67616d0000b2739b3a2a4af5953df71fbb7506
Carl Cox;Finder - Carl Cox Remix Edit;55;Techno;https://i.scdn.co/image/ab67616d0000b27333ef94e99aa61b24c85ecb13
Carl Cox;Speed Trials On Acid (feat. Dan Diamond) - LF SYSTEM Remix;55;Techno;https://i.scdn.co/image/ab67616d0000b273d7451ed6883bdb7585f7a000
Carl Cox;Inferno;55;Techno;https://i.scdn.co/image/ab67616d0000b27379783761fda7bb837083a4b2
Carl Cox;Deep Space X;55;Techno;https://i.scdn.co/image/ab67616d0000b27364f9633b4fe2f5d84186c354
Charlotte de Witte;The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix);63;Techno;https://i.scdn.co/image/ab67616d0000b273c0eed84753e3e6a37e1b064e
Charlotte de Witte;Apollo - Original Mix;63;Techno;https://i.scdn.co/image/ab67616d0000b273ec9761059fe3fd434cff7c3e
Charlotte de Witte;Hold That Sucker Down (Mixed) - Charlotte de Witte Trance Remix;63;Techno;https://i.scdn.co/image/ab67616d0000b273254d69469a5cc0fcfe5b3c52
Charlotte de Witte;Doppler;63;Techno;https://i.scdn.co/image/ab67616d0000b273cc130721a4f6b91a6594a1ad
Charlotte de Witte;Universal Consciousness;63;Techno;https://i.scdn.co/image/ab67616d0000b273b7ef763bc6d10ee904a6119c
Maceo Plex;Insomnia 2021 - Epic Edit;54;Techno;https://i.scdn.co/image/ab67616d0000b273268ebbd9c58c0d0809ec0e55
Maceo Plex;Solitary Daze;54;Techno;https://i.scdn.co/image/ab67616d0000b2736b9ae7c783d1641aed77f8b8
Maceo Plex;Shadow (Maceo Plex Remix);54;Techno;https://i.scdn.co/image/ab67616d0000b27369ff053afe6df53a6a1fda92
Maceo Plex;Conjure Dreams;54;Techno;https://i.scdn.co/image/ab67616d0000b2738101058db1e613be75bd4efd
Maceo Plex;Gravy Train - Nicolas Jaar Remix;54;Techno;https://i.scdn.co/image/ab67616d0000b2733c21ec24271ac973937e76cc
Richie Hawtin;Spastik;40;Techno;https://i.scdn.co/image/ab67616d0000b2738a2f6214e68ce7f52c166a35
Richie Hawtin;Contain (In Key);40;Techno;https://i.scdn.co/image/ab67616d0000b273dc8615a07bce9b4e8a2ba147
Richie Hawtin;Consumed;40;Techno;https://i.scdn.co/image/ab67616d0000b273a7c070e0d1592f72f15ebaa7
Richie Hawtin;Darkseid - Richie Hawtin Remix;40;Techno;https://i.scdn.co/image/ab67616d00001e0239be5d35af9eda1162c1a82e
Richie Hawtin;Pakard;40;Techno;https://i.scdn.co/image/ab67616d0000b27322a3ba17a3b3b1b75f53c263
Stephan Bodzin;Singularity;50;Techno;https://i.scdn.co/image/ab67616d0000b2732ac0e90117cd58660ab0ed17
Stephan Bodzin;Sleepless - Stephan Bodzin Remix;50;Techno;https://i.scdn.co/image/ab67616d00001e02682938dca05151e5265d69b7
Stephan Bodzin;Atlas - Adriatique Remix;50;Techno;https://i.scdn.co/image/ab67616d0000b2730dc574d9e17d6c617d12cfd7
Stephan Bodzin;Atlas - Shall Ocin & Artbat Remix;50;Techno;https://i.scdn.co/image/ab67616d0000b273856a6bebc3075151095678dc
Stephan Bodzin;Astronautin - Boris Brejcha Remix;50;Techno;https://i.scdn.co/image/ab67616d0000b2734550e3779133a571e9822090
Peggy Gou;Starry Night - Edit;60;Techno;https://i.scdn.co/image/ab67616d0000b27374ac2cdc993ce37687b3ead7
Peggy Gou;Can't Get You out of My Head - Peggy Gou’s Midnight Remix;60;Techno;https://i.scdn.co/image/ab67616d0000b273e964a0bd5c22b5691ef177b8
Peggy Gou;It Makes You Forget (Itgehane) - Edit;60;Techno;https://i.scdn.co/image/ab67616d00001e026dc2a20e49bcadbd9f1349b0
Peggy Gou;Starry Night - Original Mix;60;Techno;https://i.scdn.co/image/ab67616d0000b27374ac2cdc993ce37687b3ead7
Peggy Gou;I Go - DJ Koze Remix;60;Techno;https://i.scdn.co/image/ab67616d0000b2732caf1bcb813ce6cf7c3edfc1
Mall Grab;Liverpool Street In The Rain;55;Techno;https://i.scdn.co/image/ab67616d0000b273185c2402ee0af82cfbe4b421
Mall Grab;You;55;Techno;https://i.scdn.co/image/ab67616d0000b273f9dfdba767ef4771f5764889
Mall Grab;Love Reigns;55;Techno;https://i.scdn.co/image/ab67616d0000b2732aebf40970cc9410d97cc65d
Mall Grab;Patience;55;Techno;https://i.scdn.co/image/ab67616d0000b273fa7fa048c4d04a4720f8ec13
Mall Grab;Menace II Society;55;Techno;https://i.scdn.co/image/ab67616d00001e027cc0861383b084d12b330222
Maya Jane Coles;What They Say;49;Techno;https://i.scdn.co/image/ab67616d0000b2735fc235dac602275bcfb0c869
Maya Jane Coles;Other Side;49;Techno;https://i.scdn.co/image/ab67616d0000b273ff001cdf6ca324c50e028fda
Maya Jane Coles;Bo & Wing;49;Techno;https://i.scdn.co/image/ab67616d0000b27311448ffbf420f3124f0c2a7b
Maya Jane Coles;Something In The Air - Bonobo Remix;49;Techno;https://i.scdn.co/image/ab67616d0000b2737a5d463b3e005f1a4e8c84da
Maya Jane Coles;Freefall (feat. Moxie Knox) - Edit;49;Techno;https://i.scdn.co/image/ab67616d0000b2731279c6f4a42217b4a1aaf3af
Recondite;Levo;43;Techno;https://i.scdn.co/image/ab67616d0000b2735b2864ed71537b1ff134e910
Recondite;Bird;43;Techno;https://i.scdn.co/image/ab67616d0000b273f598d2c4bec5ef9c4bee4ddf
Recondite;Naif;43;Techno;https://i.scdn.co/image/ab67616d0000b2734fc2c51fda8b1941f309dabf
Recondite;Warg;43;Techno;https://i.scdn.co/image/ab67616d0000b273a6aadf6056651bf7c17f3a44
Recondite;Tie In;43;Techno;https://i.scdn.co/image/ab67616d0000b2735aec4fbbdac19b3bb78c0c20
